Study_area,Date,Hare_color,Cluster,Elevation,Lat,Lon,day,Year,isSnow
Canada,2014-10-08T00:00:00Z,brown,1,1242,50.91,-116.04,281,2014,Out of season
Canada,2015-01-13T00:00:00Z,white,1,1242,50.91,-116.04,13,2015,In season
Canada,2015-01-23T00:00:00Z,white,1,1242,50.91,-116.04,23,2015,In season
Canada,2012-11-15T00:00:00Z,white,2,1730,51.23,-115.67,320,2012,In season
Canada,2012-11-22T00:00:00Z,white,2,1730,51.23,-115.67,327,2012,In season
Canada,2012-11-27T00:00:00Z,white,2,1730,51.23,-115.67,332,2012,In season
Canada,2012-11-29T00:00:00Z,white,2,1730,51.23,-115.67,334,2012,In season
Canada,2012-11-30T00:00:00Z,white,2,1730,51.23,-115.67,335,2012,In season
Canada,2012-12-07T00:00:00Z,white,2,1730,51.23,-115.67,342,2012,In season
Canada,2012-12-09T00:00:00Z,white,2,1730,51.23,-115.67,344,2012,In season
Canada,2012-12-10T00:00:00Z,white,2,1730,51.23,-115.67,345,2012,In season
Canada,2012-12-13T00:00:00Z,white,2,1730,51.23,-115.67,348,2012,In season
Canada,2012-12-16T00:00:00Z,white,2,1730,51.23,-115.67,351,2012,In season
Canada,2012-12-17T00:00:00Z,white,2,1730,51.23,-115.67,352,2012,In season
Canada,2013-01-20T00:00:00Z,white,2,1730,51.23,-115.67,20,2013,In season
Canada,2013-02-14T00:00:00Z,white,2,1730,51.23,-115.67,45,2013,In season
Canada,2013-03-12T00:00:00Z,white,2,1730,51.23,-115.67,71,2013,In season
Canada,2013-03-15T00:00:00Z,white,2,1730,51.23,-115.67,74,2013,In season
Canada,2013-04-11T00:00:00Z,white,2,1730,51.23,-115.67,101,2013,In season
Canada,2012-05-29T00:00:00Z,brown,3,1402,51.17,-115.66,150,2012,Out of season
Canada,2012-05-30T00:00:00Z,brown,3,1402,51.17,-115.66,151,2012,Out of season
Canada,2012-06-20T00:00:00Z,brown,3,1402,51.17,-115.66,172,2012,Out of season
Canada,2012-06-27T00:00:00Z,brown,3,1402,51.17,-115.66,179,2012,Out of season
Canada,2012-07-04T00:00:00Z,brown,3,1402,51.17,-115.66,186,2012,Out of season
NewEngland,2015-05-08T00:00:00Z,molting,2001,720.8560181,45.3,-71.09,128,2015,Out of season
NewEngland,2015-01-18T00:00:00Z,white,2001,704.882019,45.3,-71.09,18,2015,In season
NewEngland,2015-03-26T00:00:00Z,white,2001,704.882019,45.3,-71.09,85,2015,In season
NewEngland,2015-04-08T00:00:00Z,white,2001,704.882019,45.3,-71.09,98,2015,In season
NewEngland,2015-05-02T00:00:00Z,molting,2001,704.882019,45.3,-71.09,122,2015,In season
NewEngland,2015-07-18T00:00:00Z,brown,2001,704.882019,45.3,-71.09,199,2015,Out of season
NewEngland,2015-08-27T00:00:00Z,brown,2001,704.882019,45.3,-71.09,239,2015,Out of season
NewEngland,2015-08-31T00:00:00Z,brown,2001,704.882019,45.3,-71.09,243,2015,Out of season
NewEngland,2015-09-02T00:00:00Z,brown,2001,704.882019,45.3,-71.09,245,2015,Out of season
NewEngland,2015-01-21T00:00:00Z,white,2002,626.5360107,45.28,-71.09,21,2015,In season
NewEngland,2015-02-12T00:00:00Z,white,2002,626.5360107,45.28,-71.09,43,2015,In season
NewEngland,2015-02-18T00:00:00Z,white,2002,626.5360107,45.28,-71.09,49,2015,In season
NewEngland,2015-04-15T00:00:00Z,white,2002,626.5360107,45.28,-71.09,105,2015,In season
NewEngland,2015-04-18T00:00:00Z,molting,2002,626.5360107,45.28,-71.09,108,2015,In season
NewEngland,2015-04-20T00:00:00Z,molting,2002,626.5360107,45.28,-71.09,110,2015,In season
NewEngland,2015-04-29T00:00:00Z,molting,2002,626.5360107,45.28,-71.09,119,2015,In season
NewEngland,2015-05-01T00:00:00Z,molting,2002,626.5360107,45.28,-71.09,121,2015,In season
NewEngland,2015-05-06T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,126,2015,Out of season
NewEngland,2015-06-05T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,156,2015,Out of season
NewEngland,2015-06-12T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,163,2015,Out of season
NewEngland,2015-06-16T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,167,2015,Out of season
NewEngland,2015-07-21T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,202,2015,Out of season
NewEngland,2015-07-26T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,207,2015,Out of season
NewEngland,2015-08-05T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,217,2015,Out of season
NewEngland,2015-08-08T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,220,2015,Out of season
NewEngland,2015-08-12T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,224,2015,Out of season
NewEngland,2015-08-19T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,231,2015,Out of season
NewEngland,2015-08-21T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,233,2015,Out of season
NewEngland,2015-08-29T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,241,2015,Out of season
NewEngland,2015-08-30T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,242,2015,Out of season
NewEngland,2015-09-05T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,248,2015,Out of season
NewEngland,2015-09-17T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,260,2015,Out of season
NewEngland,2015-09-21T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,264,2015,Out of season
NewEngland,2015-09-23T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,266,2015,Out of season
NewEngland,2015-09-27T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,270,2015,Out of season
NewEngland,2015-10-04T00:00:00Z,brown,2002,626.5360107,45.28,-71.09,277,2015,Out of season
NewEngland,2015-02-10T00:00:00Z,white,2003,599.6610107,45.26,-71.09,41,2015,In season
NewEngland,2015-03-14T00:00:00Z,white,2003,599.6610107,45.26,-71.09,73,2015,In season
Canada,2011-10-22T00:00:00Z,molting,4,2073,50.94,-115.55,295,2011,In season
Canada,2011-11-17T00:00:00Z,white,4,2073,50.94,-115.55,321,2011,In season
Canada,2011-11-30T00:00:00Z,white,4,2073,50.94,-115.55,334,2011,In season
Canada,2011-12-05T00:00:00Z,white,4,2073,50.94,-115.55,339,2011,In season
Canada,2011-12-15T00:00:00Z,white,4,2073,50.94,-115.55,349,2011,In season
Canada,2011-12-28T00:00:00Z,white,4,2073,50.94,-115.55,362,2011,In season
Canada,2012-01-18T00:00:00Z,white,4,2073,50.94,-115.55,18,2012,In season
Canada,2012-03-22T00:00:00Z,white,4,2073,50.94,-115.55,82,2012,In season
Canada,2012-03-24T00:00:00Z,white,4,2073,50.94,-115.55,84,2012,In season
Canada,2012-04-12T00:00:00Z,white,4,2073,50.94,-115.55,103,2012,In season
Canada,2012-06-04T00:00:00Z,molting,4,2073,50.94,-115.55,156,2012,In season
Canada,2012-07-14T00:00:00Z,brown,4,2073,50.94,-115.55,196,2012,Out of season
Canada,2012-08-27T00:00:00Z,brown,4,2073,50.94,-115.55,240,2012,Out of season
Canada,2012-09-02T00:00:00Z,brown,4,2073,50.94,-115.55,246,2012,Out of season
Canada,2012-09-07T00:00:00Z,brown,4,2073,50.94,-115.55,251,2012,Out of season
Canada,2012-10-14T00:00:00Z,molting,4,2073,50.94,-115.55,288,2012,Out of season
Canada,2012-10-15T00:00:00Z,molting,4,2073,50.94,-115.55,289,2012,Out of season
Canada,2012-10-27T00:00:00Z,molting,4,2073,50.94,-115.55,301,2012,In season
Canada,2012-12-08T00:00:00Z,white,4,2073,50.94,-115.55,343,2012,In season
Canada,2012-12-16T00:00:00Z,white,4,2073,50.94,-115.55,351,2012,In season
Canada,2012-12-20T00:00:00Z,white,4,2073,50.94,-115.55,355,2012,In season
Canada,2012-12-24T00:00:00Z,white,4,2073,50.94,-115.55,359,2012,In season
Canada,2013-03-15T00:00:00Z,white,4,2073,50.94,-115.55,74,2013,In season
Canada,2013-04-04T00:00:00Z,white,4,2073,50.94,-115.55,94,2013,In season
Canada,2013-05-01T00:00:00Z,molting,4,2073,50.94,-115.55,121,2013,In season
Canada,2013-05-10T00:00:00Z,molting,4,2073,50.94,-115.55,130,2013,In season
Canada,2013-05-12T00:00:00Z,molting,4,2073,50.94,-115.55,132,2013,In season
Canada,2013-05-15T00:00:00Z,molting,4,2073,50.94,-115.55,135,2013,In season
Canada,2013-05-21T00:00:00Z,molting,4,2073,50.94,-115.55,141,2013,In season
Canada,2013-05-26T00:00:00Z,brown,4,2073,50.94,-115.55,146,2013,In season
Canada,2013-07-10T00:00:00Z,brown,4,2073,50.94,-115.55,191,2013,Out of season
Canada,2013-07-11T00:00:00Z,brown,4,2073,50.94,-115.55,192,2013,Out of season
Canada,2013-07-14T00:00:00Z,brown,4,2073,50.94,-115.55,195,2013,Out of season
Canada,2014-06-06T00:00:00Z,brown,4,2073,50.94,-115.55,157,2014,In season
Canada,2014-06-27T00:00:00Z,brown,4,2073,50.94,-115.55,178,2014,In season
Canada,2014-10-06T00:00:00Z,brown,4,2073,50.94,-115.55,279,2014,In season
Canada,2015-02-14T00:00:00Z,white,4,2073,50.94,-115.55,45,2015,In season
Canada,2015-03-31T00:00:00Z,white,4,2073,50.94,-115.55,90,2015,In season
Canada,2015-05-01T00:00:00Z,molting,4,2073,50.94,-115.55,121,2015,In season
Canada,2015-06-25T00:00:00Z,brown,4,2073,50.94,-115.55,176,2015,Out of season
Canada,2016-03-23T00:00:00Z,white,4,2073,50.94,-115.55,83,2016,In season
Canada,2016-04-04T00:00:00Z,white,4,2073,50.94,-115.55,95,2016,In season
Canada,2016-04-23T00:00:00Z,molting,4,2073,50.94,-115.55,114,2016,In season
Canada,2016-05-24T00:00:00Z,brown,4,2073,50.94,-115.55,145,2016,In season
Canada,2016-06-03T00:00:00Z,brown,4,2073,50.94,-115.55,155,2016,In season
Canada,2016-06-11T00:00:00Z,brown,4,2073,50.94,-115.55,163,2016,In season
Canada,2016-06-13T00:00:00Z,brown,4,2073,50.94,-115.55,165,2016,In season
Canada,2016-07-01T00:00:00Z,brown,4,2073,50.94,-115.55,183,2016,In season
Canada,2016-08-01T00:00:00Z,brown,4,2073,50.94,-115.55,214,2016,Out of season
Canada,2016-08-08T00:00:00Z,brown,4,2073,50.94,-115.55,221,2016,Out of season
Canada,2016-08-14T00:00:00Z,brown,4,2073,50.94,-115.55,227,2016,Out of season
Canada,2016-08-26T00:00:00Z,brown,4,2073,50.94,-115.55,239,2016,Out of season
Canada,2016-09-12T00:00:00Z,brown,4,2073,50.94,-115.55,256,2016,Out of season
Canada,2016-09-21T00:00:00Z,brown,4,2073,50.94,-115.55,265,2016,Out of season
Canada,2016-09-22T00:00:00Z,brown,4,2073,50.94,-115.55,266,2016,Out of season
Canada,2016-09-23T00:00:00Z,brown,4,2073,50.94,-115.55,267,2016,Out of season
Canada,2016-09-26T00:00:00Z,brown,4,2073,50.94,-115.55,270,2016,Out of season
Canada,2016-09-28T00:00:00Z,brown,4,2073,50.94,-115.55,272,2016,Out of season
Canada,2016-10-04T00:00:00Z,brown,4,2073,50.94,-115.55,278,2016,In season
Canada,2016-10-06T00:00:00Z,brown,4,2073,50.94,-115.55,280,2016,In season
Canada,2012-11-02T00:00:00Z,white,5,2289,50.96,-115.57,307,2012,In season
Canada,2013-07-23T00:00:00Z,brown,6,2232,50.98,-115.58,204,2013,Out of season
Canada,2013-07-25T00:00:00Z,brown,6,2232,50.98,-115.58,206,2013,Out of season
Canada,2013-07-26T00:00:00Z,brown,6,2232,50.98,-115.58,207,2013,Out of season
Canada,2013-07-29T00:00:00Z,brown,6,2232,50.98,-115.58,210,2013,Out of season
Canada,2013-08-09T00:00:00Z,brown,6,2232,50.98,-115.58,221,2013,Out of season
Canada,2013-08-10T00:00:00Z,brown,6,2232,50.98,-115.58,222,2013,Out of season
Canada,2013-08-12T00:00:00Z,brown,6,2232,50.98,-115.58,224,2013,Out of season
Canada,2013-08-20T00:00:00Z,brown,6,2232,50.98,-115.58,232,2013,Out of season
Canada,2013-08-22T00:00:00Z,brown,6,2232,50.98,-115.58,234,2013,Out of season
Canada,2013-08-30T00:00:00Z,brown,6,2232,50.98,-115.58,242,2013,Out of season
Canada,2013-08-31T00:00:00Z,brown,6,2232,50.98,-115.58,243,2013,Out of season
Canada,2016-08-09T00:00:00Z,brown,6,2232,50.98,-115.58,222,2016,Out of season
Canada,2016-08-14T00:00:00Z,brown,6,2232,50.98,-115.58,227,2016,Out of season
Canada,2016-08-16T00:00:00Z,brown,6,2232,50.98,-115.58,229,2016,Out of season
Canada,2016-08-25T00:00:00Z,brown,6,2232,50.98,-115.58,238,2016,Out of season
Canada,2016-08-26T00:00:00Z,brown,6,2232,50.98,-115.58,239,2016,Out of season
Canada,2016-08-30T00:00:00Z,brown,6,2232,50.98,-115.58,243,2016,Out of season
Canada,2016-09-07T00:00:00Z,brown,6,2232,50.98,-115.58,251,2016,Out of season
Canada,2016-09-08T00:00:00Z,brown,6,2232,50.98,-115.58,252,2016,Out of season
Canada,2016-09-12T00:00:00Z,brown,6,2232,50.98,-115.58,256,2016,Out of season
Canada,2016-09-13T00:00:00Z,brown,6,2232,50.98,-115.58,257,2016,Out of season
Canada,2016-09-16T00:00:00Z,brown,6,2232,50.98,-115.58,260,2016,Out of season
Canada,2016-09-18T00:00:00Z,brown,6,2232,50.98,-115.58,262,2016,Out of season
Canada,2016-09-22T00:00:00Z,brown,6,2232,50.98,-115.58,266,2016,Out of season
Canada,2016-09-23T00:00:00Z,brown,6,2232,50.98,-115.58,267,2016,Out of season
Canada,2016-09-26T00:00:00Z,brown,6,2232,50.98,-115.58,270,2016,Out of season
Canada,2016-09-27T00:00:00Z,brown,6,2232,50.98,-115.58,271,2016,Out of season
Canada,2016-10-03T00:00:00Z,brown,6,2232,50.98,-115.58,277,2016,In season
Canada,2016-10-05T00:00:00Z,brown,6,2232,50.98,-115.58,279,2016,In season
Canada,2016-10-06T00:00:00Z,brown,6,2232,50.98,-115.58,280,2016,In season
Canada,2016-10-10T00:00:00Z,brown,6,2232,50.98,-115.58,284,2016,In season
Canada,2012-05-31T00:00:00Z,brown,7,1660,51.25,-115.99,152,2012,In season
Canada,2012-06-01T00:00:00Z,molting,7,1660,51.25,-115.99,153,2012,In season
Canada,2012-06-18T00:00:00Z,brown,7,1660,51.25,-115.99,170,2012,In season
Canada,2012-07-07T00:00:00Z,brown,7,1660,51.25,-115.99,189,2012,Out of season
Canada,2012-07-09T00:00:00Z,brown,7,1660,51.25,-115.99,191,2012,Out of season
Canada,2012-07-26T00:00:00Z,brown,7,1660,51.25,-115.99,208,2012,Out of season
Canada,2012-07-29T00:00:00Z,brown,7,1660,51.25,-115.99,211,2012,Out of season
Canada,2012-08-03T00:00:00Z,brown,7,1660,51.25,-115.99,216,2012,Out of season
Canada,2012-08-09T00:00:00Z,brown,7,1660,51.25,-115.99,222,2012,Out of season
Canada,2012-08-10T00:00:00Z,brown,7,1660,51.25,-115.99,223,2012,Out of season
Canada,2012-08-11T00:00:00Z,brown,7,1660,51.25,-115.99,224,2012,Out of season
Canada,2012-08-17T00:00:00Z,brown,7,1660,51.25,-115.99,230,2012,Out of season
Canada,2012-08-18T00:00:00Z,brown,7,1660,51.25,-115.99,231,2012,Out of season
Canada,2012-08-23T00:00:00Z,brown,7,1660,51.25,-115.99,236,2012,Out of season
Canada,2012-08-24T00:00:00Z,brown,7,1660,51.25,-115.99,237,2012,Out of season
Canada,2012-08-26T00:00:00Z,brown,7,1660,51.25,-115.99,239,2012,Out of season
Canada,2012-08-27T00:00:00Z,brown,7,1660,51.25,-115.99,240,2012,Out of season
Canada,2012-09-07T00:00:00Z,brown,7,1660,51.25,-115.99,251,2012,Out of season
Canada,2012-09-13T00:00:00Z,brown,7,1660,51.25,-115.99,257,2012,Out of season
Canada,2012-09-15T00:00:00Z,brown,7,1660,51.25,-115.99,259,2012,Out of season
Canada,2012-09-18T00:00:00Z,brown,7,1660,51.25,-115.99,262,2012,Out of season
Canada,2012-09-20T00:00:00Z,brown,7,1660,51.25,-115.99,264,2012,Out of season
Canada,2012-09-21T00:00:00Z,brown,7,1660,51.25,-115.99,265,2012,Out of season
Canada,2012-09-22T00:00:00Z,brown,7,1660,51.25,-115.99,266,2012,Out of season
Canada,2012-09-25T00:00:00Z,brown,7,1660,51.25,-115.99,269,2012,Out of season
Canada,2012-09-26T00:00:00Z,brown,7,1660,51.25,-115.99,270,2012,Out of season
Canada,2012-10-27T00:00:00Z,white,7,1660,51.25,-115.99,301,2012,In season
Canada,2012-11-09T00:00:00Z,white,7,1660,51.25,-115.99,314,2012,In season
Canada,2012-12-16T00:00:00Z,white,7,1660,51.25,-115.99,351,2012,In season
Canada,2012-12-17T00:00:00Z,white,7,1660,51.25,-115.99,352,2012,In season
Canada,2012-12-20T00:00:00Z,white,7,1660,51.25,-115.99,355,2012,In season
Canada,2012-12-24T00:00:00Z,white,7,1660,51.25,-115.99,359,2012,In season
Canada,2012-12-25T00:00:00Z,white,7,1660,51.25,-115.99,360,2012,In season
Canada,2013-09-13T00:00:00Z,brown,7,1660,51.25,-115.99,256,2013,Out of season
Canada,2013-12-03T00:00:00Z,white,7,1660,51.25,-115.99,337,2013,In season
Canada,2014-02-01T00:00:00Z,white,7,1660,51.25,-115.99,32,2014,In season
Canada,2014-02-03T00:00:00Z,white,7,1660,51.25,-115.99,34,2014,In season
Canada,2014-05-22T00:00:00Z,brown,7,1660,51.25,-115.99,142,2014,In season
Canada,2014-05-25T00:00:00Z,brown,7,1660,51.25,-115.99,145,2014,In season
Canada,2014-06-10T00:00:00Z,brown,7,1660,51.25,-115.99,161,2014,In season
Canada,2014-06-19T00:00:00Z,brown,7,1660,51.25,-115.99,170,2014,In season
Canada,2014-12-24T00:00:00Z,white,7,1660,51.25,-115.99,358,2014,In season
Canada,2015-05-19T00:00:00Z,brown,7,1660,51.25,-115.99,139,2015,In season
Canada,2015-05-20T00:00:00Z,brown,7,1660,51.25,-115.99,140,2015,In season
Canada,2015-08-07T00:00:00Z,brown,7,1660,51.25,-115.99,219,2015,Out of season
Canada,2015-08-23T00:00:00Z,brown,7,1660,51.25,-115.99,235,2015,Out of season
Canada,2015-09-10T00:00:00Z,brown,7,1660,51.25,-115.99,253,2015,Out of season
Canada,2015-10-20T00:00:00Z,molting,7,1660,51.25,-115.99,293,2015,Out of season
Canada,2015-11-03T00:00:00Z,molting,7,1660,51.25,-115.99,307,2015,In season
Canada,2016-07-25T00:00:00Z,brown,7,1660,51.25,-115.99,207,2016,Out of season
Canada,2016-07-30T00:00:00Z,brown,7,1660,51.25,-115.99,212,2016,Out of season
Canada,2016-08-03T00:00:00Z,brown,7,1660,51.25,-115.99,216,2016,Out of season
Canada,2016-08-08T00:00:00Z,brown,7,1660,51.25,-115.99,221,2016,Out of season
Canada,2016-08-09T00:00:00Z,brown,7,1660,51.25,-115.99,222,2016,Out of season
Canada,2013-10-11T00:00:00Z,brown,8,1641,51.99,-116.92,284,2013,In season
Canada,2013-12-01T00:00:00Z,white,8,1641,51.99,-116.92,335,2013,In season
Canada,2014-10-06T00:00:00Z,molting,8,1641,51.99,-116.92,279,2014,Out of season
Canada,2014-11-12T00:00:00Z,white,8,1641,51.99,-116.92,316,2014,In season
Canada,2014-12-04T00:00:00Z,white,8,1641,51.99,-116.92,338,2014,In season
Canada,2014-12-06T00:00:00Z,white,8,1641,51.99,-116.92,340,2014,In season
Canada,2014-12-12T00:00:00Z,white,8,1641,51.99,-116.92,346,2014,In season
Canada,2014-12-19T00:00:00Z,white,8,1641,51.99,-116.92,353,2014,In season
Canada,2014-12-23T00:00:00Z,white,8,1641,51.99,-116.92,357,2014,In season
Canada,2014-12-24T00:00:00Z,white,8,1641,51.99,-116.92,358,2014,In season
Canada,2015-01-27T00:00:00Z,white,8,1641,51.99,-116.92,27,2015,In season
Canada,2015-01-30T00:00:00Z,white,8,1641,51.99,-116.92,30,2015,In season
Canada,2015-03-07T00:00:00Z,white,8,1641,51.99,-116.92,66,2015,In season
Canada,2015-05-17T00:00:00Z,brown,8,1641,51.99,-116.92,137,2015,In season
Canada,2015-05-18T00:00:00Z,brown,8,1641,51.99,-116.92,138,2015,In season
Canada,2015-05-19T00:00:00Z,brown,8,1641,51.99,-116.92,139,2015,In season
Canada,2015-05-21T00:00:00Z,brown,8,1641,51.99,-116.92,141,2015,In season
Canada,2015-05-22T00:00:00Z,brown,8,1641,51.99,-116.92,142,2015,In season
Canada,2015-05-23T00:00:00Z,brown,8,1641,51.99,-116.92,143,2015,In season
Canada,2015-05-25T00:00:00Z,brown,8,1641,51.99,-116.92,145,2015,In season
Canada,2015-05-27T00:00:00Z,brown,8,1641,51.99,-116.92,147,2015,In season
Canada,2015-05-29T00:00:00Z,brown,8,1641,51.99,-116.92,149,2015,In season
Canada,2015-06-04T00:00:00Z,brown,8,1641,51.99,-116.92,155,2015,In season
Canada,2015-11-29T00:00:00Z,white,8,1641,51.99,-116.92,333,2015,In season
Canada,2015-12-01T00:00:00Z,white,8,1641,51.99,-116.92,335,2015,In season
Canada,2015-12-11T00:00:00Z,white,8,1641,51.99,-116.92,345,2015,In season
Canada,2015-12-13T00:00:00Z,white,8,1641,51.99,-116.92,347,2015,In season
Canada,2015-12-15T00:00:00Z,white,8,1641,51.99,-116.92,349,2015,In season
Canada,2015-12-21T00:00:00Z,white,8,1641,51.99,-116.92,355,2015,In season
Canada,2015-12-25T00:00:00Z,white,8,1641,51.99,-116.92,359,2015,In season
Canada,2016-01-25T00:00:00Z,white,8,1641,51.99,-116.92,25,2016,In season
Canada,2016-01-28T00:00:00Z,white,8,1641,51.99,-116.92,28,2016,In season
Canada,2016-01-30T00:00:00Z,white,8,1641,51.99,-116.92,30,2016,In season
Canada,2016-02-04T00:00:00Z,white,8,1641,51.99,-116.92,35,2016,In season
Canada,2016-02-07T00:00:00Z,white,8,1641,51.99,-116.92,38,2016,In season
Canada,2016-02-12T00:00:00Z,white,8,1641,51.99,-116.92,43,2016,In season
Canada,2016-02-16T00:00:00Z,white,8,1641,51.99,-116.92,47,2016,In season
Canada,2016-02-20T00:00:00Z,white,8,1641,51.99,-116.92,51,2016,In season
Canada,2016-03-02T00:00:00Z,white,8,1641,51.99,-116.92,62,2016,In season
Canada,2016-03-06T00:00:00Z,white,8,1641,51.99,-116.92,66,2016,In season
Canada,2016-04-01T00:00:00Z,white,8,1641,51.99,-116.92,92,2016,In season
Canada,2016-05-01T00:00:00Z,brown,8,1641,51.99,-116.92,122,2016,In season
Canada,2016-05-07T00:00:00Z,brown,8,1641,51.99,-116.92,128,2016,In season
Canada,2016-07-24T00:00:00Z,brown,9,1915,50.93,-115.56,206,2016,Out of season
Canada,2016-07-28T00:00:00Z,brown,9,1915,50.93,-115.56,210,2016,Out of season
Canada,2016-08-15T00:00:00Z,brown,9,1915,50.93,-115.56,228,2016,Out of season
Canada,2016-09-13T00:00:00Z,brown,9,1915,50.93,-115.56,257,2016,Out of season
Canada,2013-07-27T00:00:00Z,brown,9,1884,50.92,-115.56,208,2013,Out of season
Canada,2016-06-22T00:00:00Z,brown,9,1884,50.92,-115.56,174,2016,In season
Canada,2016-06-27T00:00:00Z,brown,9,1884,50.92,-115.56,179,2016,In season
Canada,2016-06-29T00:00:00Z,brown,9,1884,50.92,-115.56,181,2016,In season
Canada,2012-11-17T00:00:00Z,white,3,1403,51.17,-115.65,322,2012,In season
Canada,2012-08-10T00:00:00Z,brown,10,2155,51.39,-115.88,223,2012,Out of season
Canada,2012-11-02T00:00:00Z,white,10,2155,51.39,-115.88,307,2012,In season
Canada,2012-12-24T00:00:00Z,white,10,2155,51.39,-115.88,359,2012,In season
Canada,2012-12-29T00:00:00Z,white,10,2155,51.39,-115.88,364,2012,In season
Canada,2013-02-17T00:00:00Z,white,10,2155,51.39,-115.88,48,2013,In season
Canada,2013-02-22T00:00:00Z,white,10,2155,51.39,-115.88,53,2013,In season
Canada,2013-02-24T00:00:00Z,white,10,2155,51.39,-115.88,55,2013,In season
Canada,2013-02-26T00:00:00Z,white,10,2155,51.39,-115.88,57,2013,In season
Canada,2013-03-04T00:00:00Z,white,10,2155,51.39,-115.88,63,2013,In season
Canada,2013-03-05T00:00:00Z,white,10,2155,51.39,-115.88,64,2013,In season
Canada,2013-03-06T00:00:00Z,white,10,2155,51.39,-115.88,65,2013,In season
Canada,2013-03-07T00:00:00Z,white,10,2155,51.39,-115.88,66,2013,In season
Canada,2013-03-08T00:00:00Z,white,10,2155,51.39,-115.88,67,2013,In season
Canada,2013-03-18T00:00:00Z,white,10,2155,51.39,-115.88,77,2013,In season
Canada,2013-03-21T00:00:00Z,white,10,2155,51.39,-115.88,80,2013,In season
Canada,2013-03-25T00:00:00Z,white,10,2155,51.39,-115.88,84,2013,In season
Canada,2013-03-26T00:00:00Z,white,10,2155,51.39,-115.88,85,2013,In season
Canada,2013-04-01T00:00:00Z,white,10,2155,51.39,-115.88,91,2013,In season
Canada,2013-04-20T00:00:00Z,molting,10,2155,51.39,-115.88,110,2013,In season
Canada,2013-04-27T00:00:00Z,molting,10,2155,51.39,-115.88,117,2013,In season
Canada,2013-04-29T00:00:00Z,molting,10,2155,51.39,-115.88,119,2013,In season
Canada,2013-09-03T00:00:00Z,brown,10,2155,51.39,-115.88,246,2013,Out of season
Canada,2013-12-13T00:00:00Z,white,10,2155,51.39,-115.88,347,2013,In season
Canada,2014-01-04T00:00:00Z,white,10,2155,51.39,-115.88,4,2014,In season
Canada,2014-01-27T00:00:00Z,white,10,2155,51.39,-115.88,27,2014,In season
Canada,2014-03-30T00:00:00Z,white,10,2155,51.39,-115.88,89,2014,In season
Canada,2014-05-01T00:00:00Z,molting,10,2155,51.39,-115.88,121,2014,In season
Canada,2014-06-10T00:00:00Z,brown,10,2155,51.39,-115.88,161,2014,In season
Canada,2014-09-25T00:00:00Z,brown,10,2155,51.39,-115.88,268,2014,In season
Canada,2014-12-11T00:00:00Z,white,10,2155,51.39,-115.88,345,2014,In season
Canada,2015-01-14T00:00:00Z,white,10,2155,51.39,-115.88,14,2015,In season
Canada,2015-02-21T00:00:00Z,white,10,2155,51.39,-115.88,52,2015,In season
Canada,2015-06-28T00:00:00Z,brown,10,2058,51.38,-115.88,179,2015,Out of season
Canada,2015-12-20T00:00:00Z,white,10,2058,51.38,-115.88,354,2015,In season
Canada,2016-01-07T00:00:00Z,white,10,2058,51.38,-115.88,7,2016,In season
Canada,2016-02-19T00:00:00Z,white,10,2058,51.38,-115.88,50,2016,In season
Canada,2016-03-13T00:00:00Z,white,10,2058,51.38,-115.88,73,2016,In season
Canada,2013-11-29T00:00:00Z,white,11,1685,51.38,-116.06,333,2013,In season
Canada,2013-12-02T00:00:00Z,white,11,1685,51.38,-116.06,336,2013,In season
Canada,2014-12-13T00:00:00Z,white,11,1685,51.38,-116.06,347,2014,In season
Canada,2014-12-29T00:00:00Z,white,11,1685,51.38,-116.06,363,2014,In season
Canada,2015-01-01T00:00:00Z,white,11,1685,51.38,-116.06,1,2015,In season
Canada,2015-01-03T00:00:00Z,white,11,1685,51.38,-116.06,3,2015,In season
Canada,2015-01-15T00:00:00Z,white,11,1685,51.38,-116.06,15,2015,In season
Canada,2015-01-22T00:00:00Z,white,11,1685,51.38,-116.06,22,2015,In season
Canada,2015-01-23T00:00:00Z,white,11,1685,51.38,-116.06,23,2015,In season
Canada,2015-02-28T00:00:00Z,white,11,1685,51.38,-116.06,59,2015,In season
Canada,2015-03-10T00:00:00Z,white,11,1685,51.38,-116.06,69,2015,In season
Canada,2015-03-11T00:00:00Z,white,11,1685,51.38,-116.06,70,2015,In season
